[2014-03-04 11:17:15,948]ERROR 20538[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:15,987]ERROR 20577[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:16,026]ERROR 20616[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:16,059]ERROR 20649[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:16,090]ERROR 20680[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:16,121]ERROR 20711[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:16,151]ERROR 20741[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:16,184]ERROR 20774[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:16,219]ERROR 20809[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:16,255]ERROR 20845[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:16,283]ERROR 20873[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:16,324]ERROR 20914[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:16,358]ERROR 20948[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:16,389]ERROR 20979[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:16,419]ERROR 21009[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:17:16,457]ERROR 21047[Thread-28-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 11:25:30,587]ERROR 43280[Thread-34-AuthenticationBolt](Authentication.java:71) - Unable to connect cassandra @ Authentication :isautheroziedDevicetype
[2014-03-04 11:25:31,702]ERROR 44395[Thread-34-AuthenticationBolt](Authentication.java:71) - Unable to connect cassandra @ Authentication :isautheroziedDevicetype
[2014-03-04 11:34:39,117]ERROR 24133[Thread-40-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 13:01:48,354]ERROR 25232[Thread-30-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 13:01:48,436]ERROR 25314[Thread-30-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2014-03-04 13:01:48,511]ERROR 25389[Thread-38-cassandraBolt](EventDao.java:84) - java.sql.SQLNonTransientConnectionException: org.apache.thrift.TApplicationException: execute_cql_query failed: out of sequence response
[2018-05-08 04:13:24,386]ERROR471010[Thread-30-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 04:13:24,388]ERROR471012[Thread-58-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 04:13:24,388]ERROR471012[Thread-50-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 04:13:24,392]ERROR471016[Thread-50-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 04:13:24,388]ERROR471012[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 04:13:24,393]ERROR471017[Thread-22-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 04:13:24,392]ERROR471016[Thread-58-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 04:13:24,391]ERROR471015[Thread-30-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 04:13:27,460]ERROR474084[Thread-50-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 04:13:27,461]ERROR474085[Thread-50-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 04:13:27,460]ERROR474084[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 04:13:27,461]ERROR474085[Thread-22-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 04:13:27,460]ERROR474084[Thread-30-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 04:13:27,462]ERROR474086[Thread-30-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 04:13:30,529]ERROR477153[Thread-30-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 04:13:30,529]ERROR477153[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 04:13:30,529]ERROR477153[Thread-22-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 04:13:30,529]ERROR477153[Thread-30-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 04:13:33,601]ERROR480225[Thread-30-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 04:13:33,601]ERROR480225[Thread-30-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 05:35:37,505]ERROR404129[Thread-41-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
